Main ID,Incident ID,Incident Type,,Region of Incident,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Location of death,Information Source,Coordinates,Longitude ,Latitude ,UNSD Geographical Grouping,Article title,Source Quality,URL
2014.MMP00133,2014.MMP00133,Incident,,North America,2014,July,1,,1,,,,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.78697 31.629327),-111.78697,31.629327,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00134,2014.MMP00134,Incident,,North America,2014,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112 32.375917),-112,32.375917,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00136,2014.MMP00136,Incident,,North America,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113 32.081967),-113,32.081967,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00139,2014.MMP00139,Incident,,North America,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112 32.316),-112,32.316,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00140,2014.MMP00140,Incident,,North America,2014,July,1,,1,,,,,Central America,Mixed or unknown,"Barrosa Pasture, King Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas",POINT (-97.709747 26.92635612),-97.709747,26.92635612,Northern America,,5,
2014.MMP00142,2014.MMP00142,Incident,,North America,2014,July,1,,1,,,,,Central America,Mixed or unknown,"Singer Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas",POINT (-98.18627898 26.99857326),-98.18627898,26.99857326,Northern America,,5,
2014.MMP00144,2014.MMP00144,Incident,,North America,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112 31.62332),-112,31.62332,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00145,2014.MMP00145,Incident,,North America,2014,July,1,,1,,,,,Central America,Mixed or unknown,"Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas",POINT (-98 26.99000755),-98,26.99000755,Northern America,,5,
2014.MMP00150,2014.MMP00150,Incident,,North America,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.00065 32.03617),-113.00065,32.03617,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00151,2014.MMP00151,Incident,,North America,2014,July,1,,1,,,,,Central America,Mixed or unknown,"Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas",POINT (-98 26.95573817),-98,26.95573817,Northern America,,5,
2014.MMP00158,2014.MMP00158,Incident,,North America,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.6385 31.651),-111.6385,31.651,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00159,2014.MMP00159,Incident,,North America,2014,July,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.14252 32.37387),-113.14252,32.37387,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00160,2014.MMP00160,Incident,,North America,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.533472 32.532056),-111.533472,32.532056,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00163,2014.MMP00163,Incident,,North America,2014,July,1,,1,,,1,1,Central America,Accidental death,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.697817 31.6488),-110.697817,31.6488,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00164,2014.MMP00164,Incident,,North America,2014,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.05419 32.83222),-112.05419,32.83222,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00165,2014.MMP00165,Incident,,North America,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.871417 31.949573),-112.871417,31.949573,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00169,2014.MMP00169,Incident,,North America,2014,August,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.4741 32.26839),-111.4741,32.26839,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00171,2014.MMP00171,Incident,,North America,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.56971 32.04927),-111.56971,32.04927,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00172,2014.MMP00172,Incident,,North America,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.526 32.54141),-111.526,32.54141,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00173,2014.MMP00173,Incident,,North America,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.05333 32.197083),-113.05333,32.197083,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00174,2014.MMP00174,Incident,,North America,2014,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.997183 31.685017),-111.997183,31.685017,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00176,2014.MMP00176,Incident,,North America,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.78028 31.63525),-111.78028,31.63525,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00177,2014.MMP00177,Incident,,North America,2014,August,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.461233 31.489567),-111.461233,31.489567,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00184,2014.MMP00184,Incident,,North America,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.12708 32.03905),-112.12708,32.03905,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00185,2014.MMP00185,Incident,,North America,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.47552 32.299867),-111.47552,32.299867,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,
2014.MMP00187,2014.MMP00187,Cumulative Incident,,North America,2014,August,44,,44,,,,,Latin America / Caribbean (P),Mixed or unknown,"Brooks County, Texas, USA","Brooks County Sheriff’s Office, cited in Valley Morning Star",POINT (-98.233616 27.033656),-98.233616,27.033656,Northern America,Ranchers deal with immigrant traffic,5,http://bit.ly/1CfZmS9
2014.MMP00196,2014.MMP00196,Incident,,North America,2014,September,1,0,1,0,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.07349 31.93067),-112.07349,31.93067,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00197,2014.MMP00197,Incident,,North America,2014,September,1,0,1,0,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-109.549239 31.33915),-109.549239,31.33915,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00198,2014.MMP00198,Incident,,North America,2014,September,1,0,1,0,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.02776 32.00936),-113.02776,32.00936,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00201,2014.MMP00201,Incident,,North America,2014,September,1,0,1,0,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.163509 32.35267),-113.163509,32.35267,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00202,2014.MMP00202,Incident,,North America,2014,September,1,,1,,,1,,Central America,Drowning,"Canal near Bentsen-Rio Grande Valley State Park in Mission, Texas, USA",Action 4 News,POINT (-98.3798819 26.1850517),-98.3798819,26.1850517,Northern America,"        
Deputies: Immigrant drowns in canal near Bentsen State Park",1,http://bit.ly/1trr9aI
2014.MMP00203,2014.MMP00203,Incident,,North America,2014,September,1,0,1,0,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.33998 32.6185),-112.33998,32.6185,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00206,2014.MMP00206,Incident,,North America,2014,September,1,0,1,0,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.051033 31.76753),-112.051033,31.76753,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00210,2014.MMP00210,Incident,,North America,2014,September,1,0,1,0,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.68045 31.75811),-111.68045,31.75811,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00213,2014.MMP00213,Incident,,North America,2014,September,1,0,1,0,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.02004 32.15356),-112.02004,32.15356,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00214,2014.MMP00214,Incident,,North America,2014,September,1,0,1,0,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.1603 32.1823),-113.1603,32.1823,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00215,2014.MMP00215,Incident,,North America,2014,September,1,0,1,0,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.9822 31.763),-111.9822,31.763,Northern America,UBC 09/01/2014 to 09/30/2014,5,
2014.MMP00261,2014.MMP00261,Cumulative Incident,,North America,2014,September,111,,111,,,,,Latin America / Caribbean (P),Mixed or unknown,Mixed,US Border Patrol,POINT (-103.40325 29.53547),-103.40325,29.53547,Northern America,Sector Profile - Fiscal Year 2014 (Oct.1st through Sept. 30th) ,5,http://www.cbp.gov/newsroom/media-resources/stats
2014.MMP01000,2014.MMP01000,Incident,,North America,2014,January,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),,,,Northern America,,5,http://humaneborders.info/
2014.MMP01001,2014.MMP01001,Incident,,North America,2014,February,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),,,,Northern America,,5,http://humaneborders.info/
