"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident year","Reported Month","Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Migration route","Location of death","Information Source",Coordinates,"UNSD Geographical Grouping","Article title","Source Quality",URL
2014.MMP00076,2014.MMP00076,Incident,Mediterranean,2014-05-02,2014,May,4,0,4,80,,,,"Eastern Africa",Drowning,"Central Mediterranean","Coast of Libya","Relief Web ","POINT (14 33.1045)",Uncategorized,"UNHCR saddened at high seas accidents as Mediterranean claims more victims",1,http://bit.ly/1okLiQ5
2014.MMP00077,2014.MMP00077,Incident,Europe,2014-05-07,2014,May,1,,1,,,1,1,"Eastern Africa","Vehicle accident / death linked to hazardous transport","English Channel to the UK","A16 motorway, near Condette, France","Calais Migrant Solidarity, La Voix du Nord","POINT (1.85869 50.9513)","Western Europe","A 16 years old Eritrean died in Calais, trying to pass to England",4,http://bit.ly/1nMFzWd
2014.MMP00078,2014.MMP00078,Incident,Mediterranean,2014-05-05,2014,May,22,7,29,36,,,,Unknown,Drowning,"Eastern Mediterranean","Waters near Greece",BBC,"POINT (27 37.848433)",Uncategorized,"Migrants die as two boats capsize off Greek island",1,http://bbc.in/1saJIBD
2014.MMP00079,2014.MMP00079,Incident,"North America",2014-05-06,2014,May,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.868 32.12555)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00080,2014.MMP00080,Incident,Mediterranean,2014-05-06,2014,May,44,33,77,53,,,,"Sub-Saharan Africa (P)",Drowning,"Central Mediterranean","Coast of Libya","Relief Web/UNHCR","POINT (16 32.6801)",Uncategorized,"UNHCR saddened at high seas accidents as Mediterranean claims more victims",4,http://bit.ly/1okLiQ5
2014.MMP00081,2014.MMP00081,Incident,Mediterranean,2014-05-07,2014,May,1,0,1,,,1,,"Eastern Africa","Mixed or unknown","Central Mediterranean","Mediterranean waters","ANSA Med","POINT (12 35.8196)",Uncategorized,"Immigration: over 1,000 migrants rescued, taken to Sicily",1,http://bit.ly/1iVme2J
2014.MMP00082,2014.MMP00082,Incident,"North America",2014-05-08,2014,May,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.97016 31.75233)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00083,2014.MMP00083,Incident,"South-eastern Asia",2014-05-08,2014,May,1,,1,17,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",,"Petchkasem road, Tamtua subdistrict, Takua Pa district, Phang Nga province, Thailand","Sanook, Manager Online, Thairath Online","POINT (98 8.855529)","South-eastern Asia","กระบะขนแรงงานเถื่อนแหกโค้งดับ 1 เจ็บ 8",3,https://archive.vn/Zcj86
2014.MMP00084,2014.MMP00084,Incident,"Northern Africa",2014-05-09,2014,May,13,33,46,,,,,"Western Africa","Mixed or unknown","Sahara Desert crossing","Desert in southern Algeria","Reuters and Middle East eye","POINT (2 23.5301672)","Northern Africa","In Algerian desert, death ends migrants' hopes of a better life",3,http://bit.ly/1ujLNLW
2014.MMP00085,2014.MMP00085,Incident,"North America",2014-05-10,2014,May,1,,1,,,1,,"Latin America / Caribbean (P)",Violence,"US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-110.360473 31.692369)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00086,2014.MMP00086,Incident,Mediterranean,2014-05-12,2014,May,17,200,217,226,12,2,3,"Sub-Saharan Africa (P)",Drowning,"Central Mediterranean","International waters between Libya and Italy","ANSA Med and Relief Web. Also see NYT http://www.nytimes.com/2014/05/13/world/europe/at-least-14-die-as-migrant-boat-headed-for-italy-sinks-off-libyan-coast.html?_r=0","POINT (16 34.7086)",Uncategorized,"Death toll in migrant-boat disaster climbs to 17",3,http://bit.ly/1mh7JHc
2014.MMP00087,2014.MMP00087,Incident,"North America",2014-05-13,2014,May,1,,1,,,1,,"Central America","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.34965 31.95283)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00088,2014.MMP00088,Incident,"North America",2014-05-21,2014,May,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.68357 31.61445)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00089,2014.MMP00089,Incident,"North America",2014-05-22,2014,May,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.6213 32.46313)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00090,2014.MMP00090,Incident,Mediterranean,2014-05-23,2014,May,1,0,1,,,1,1,"Southern Asia","Accidental death","Eastern Mediterranean",Greece,"Afghan immigrant dies in back of truck","POINT (20 39.5061)",Uncategorized,"Dies in packed truck",1,http://bit.ly/TzKj34
2014.MMP00091,2014.MMP00091,Incident,Europe,2014-05-23,2014,May,1,,1,,,1,1,"Northern Africa","Vehicle accident / death linked to hazardous transport","English Channel to the UK","Calais, France","Calais Migrant Solidarity, La Voix du Nord","POINT (1.85869 50.9513)","Western Europe","Another death is another death too many!",4,http://bit.ly/1DpK8rz
2014.MMP00092,2014.MMP00092,Incident,"North America",2014-05-27,2014,May,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-113.1525 32.0667)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00093,2014.MMP00093,Incident,"North America",2014-05-28,2014,May,1,,1,,,1,,"Central America","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-109.4814 31.34675)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00094,2014.MMP00094,Incident,"North America",2014-05-30,2014,May,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.636383 32.437783)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00095,2014.MMP00095,Incident,"North America",2014-05-30,2014,May,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.636383 32.437983)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00096,2014.MMP00096,Incident,"Eastern Africa",2014-05-31,2014,May,62,0,62,0,,,,"Eastern Africa",Drowning,"Horn of Africa to Yemen crossing","Gulf of Aden","New Vision","POINT (48 12.5331)",Uncategorized,"62 African migrants drown in boat tragedy",1,http://bit.ly/1vs8jBB
2014.MMP00097,2014.MMP00097,Incident,"North America",2014-06-01,2014,June,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.3423 31.62445)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00098,2014.MMP00098,Incident,"North America",2014-06-03,2014,June,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-110.96816 31.334397)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00099,2014.MMP00099,Incident,Mediterranean,2014-06-05,2014,June,3,0,3,,,,,Unknown,"Mixed or unknown","Central Mediterranean","Italian waters",Reuters,"POINT (13 35.358)",Uncategorized,"Italy rescues 5,200 boat migrants from Mediterranean sea, three dead",1,http://reut.rs/2bBvz2p
2014.MMP00100,2014.MMP00100,Incident,"North America",2014-06-06,2014,June,1,,1,,1,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.670617 32.564183)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00101,2014.MMP00101,Incident,Mediterranean,2014-06-08,2014,June,4,,4,,,,,"Middle Africa",Drowning,"Central Mediterranean","Italian waters","The Guardian","POINT (12 35.4125)",Uncategorized,"Migrants die in latest attempt at sea crossing to Italy",1,http://bit.ly/1qNxMp5
2014.MMP00102,2014.MMP00102,Incident,Mediterranean,2014-06-09,2014,June,3,2,5,0,,,,Unknown,Drowning,"Central Mediterranean","Italian waters","The Guardian","POINT (14 36.4935)",Uncategorized,"Three migrants drown as boat capsizes during rescue – video",1,http://bit.ly/1kal8el
2014.MMP00103,2014.MMP00103,Incident,"North America",2014-06-09,2014,June,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.0059 31.906667)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00104,2014.MMP00104,Incident,"North America",2014-06-09,2014,June,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.959966 32.23316)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00105,2014.MMP00105,Incident,"North America",2014-06-10,2014,June,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.9 32.05)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00106,2014.MMP00106,Incident,"North America",2014-06-10,2014,June,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.59816 32.48843)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00107,2014.MMP00107,Incident,"North America",2014-06-12,2014,June,1,,1,,1,,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.396767 31.778767)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00108,2014.MMP00108,Incident,"North America",2014-06-12,2014,June,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-113.75 32.833333)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00109,2014.MMP00109,Incident,"North America",2014-06-12,2014,June,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.875669 31.914994)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00110,2014.MMP00110,Incident,"North America",2014-06-12,2014,June,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.86507 31.84452)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00111,2014.MMP00111,Incident,"North America",2014-06-13,2014,June,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-112.58124 32.14323)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00112,2014.MMP00112,Incident,"North America",2014-06-14,2014,June,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.86321 31.78543)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00113,2014.MMP00113,Incident,"North America",2014-06-14,2014,June,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown","US-Mexico border crossing","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","POINT (-111.40091 31.49908)","Northern America","Undocumented Border Crossers 01/01/2014-08/29/2018",5,
2014.MMP00114,2014.MMP00114,Incident,Mediterranean,2014-06-14,2014,June,10,0,10,39,,,,Unknown,Drowning,"Central Mediterranean","Between Libya and Sicily",Reuters,"POINT (15 34.2775)",Uncategorized,"Ten migrants drown after boat sinks off Libya",1,http://reut.rs/1qNxMVT
2014.MMP00115,2014.MMP00115,Incident,"South-eastern Asia",2014-06-14,2014,June,6,,6,13,5,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",,"Highway 304, Chachoengsao-Kabinburi Rd, Muangmai subdistrict, Ratchasan District, Chachoengsao Province, Thailand","Manager Online, Thairath","POINT (101 13.6702361)","South-eastern Asia","รถขนแรงงานต่างด้าวแหกโค้งดับเกลื่อนถนน 7 ศพ เจ็บ 13 ราย",3,https://archive.vn/KXLUP
